brand,item,category,meat,price_uah,weight_g,calories_total,protein_total,fat_total,carbs_total,sodium_total,calories,protein_g,fat_g,carbs_g,sodium_mg,price_per_100g,price_per_100kcal,price_per_protein,protein_kcal,fat_kcal,carbs_kcal,macro_kcal,protein_pct,fat_pct,carbs_pct,is_protein,is_fat,is_carb,macro_balance_score,macro_balance,predicted_price,price_difference,price_difference_pct,absolute_price_difference
KFC,Twister spicy,wrap,Chicken,148,181,477.4,21.0,23.1,48.8,1700.0,263.8,11.6,12.8,27.0,939.2,81.77,31.0,7.05,84.0,207.9,195.2,487.09999999999997,17.244918907821805,42.68117429685896,40.07390679531924,False,False,True,1,Poorly balanced,146.67607866827964,1.3239213317203564,0.9,1.3239213317203564
KFC,Shaurma Street Beat,wrap,Chicken,189,296,640.9,26.2,27.1,77.0,2600.0,216.5,8.9,9.2,26.0,878.4,63.85,29.49,7.21,104.8,243.9,308.0,656.7,15.958580782701384,37.14024668798538,46.90117252931323,False,False,True,1,Poorly balanced,214.74665662270138,-25.74665662270138,-11.99,25.74665662270138
KFC,Shaurma Street Beat spicy,wrap,Chicken,189,292,624.5,23.2,27.5,74.8,2700.0,213.9,7.9,9.4,25.6,924.7,64.73,30.26,8.15,92.8,247.5,299.2,639.5,14.5113369820172,38.70211102423768,46.786551993745114,False,False,True,1,Poorly balanced,207.19736127837083,-18.197361278370835,-8.78,18.197361278370835
KFC,Breakfast Burger,burger,Chicken,129,170,428.7,18.2,19.6,47.2,2300.0,252.2,10.7,11.5,27.8,1352.9,75.88,30.09,7.09,72.8,176.4,188.8,438.0,16.621004566210047,40.273972602739725,43.105022831050235,False,False,True,1,Poorly balanced,127.29683142494059,1.7031685750594079,1.34,1.7031685750594079
KFC,Breakfast Burger spicy,burger,Chicken,129,169,411.14,17.5,19.4,43.8,2300.0,243.3,10.4,11.5,25.9,1360.9,76.33,31.38,7.37,70.0,174.6,175.2,419.79999999999995,16.67460695569319,41.591233920914725,41.7341591233921,False,False,True,1,Poorly balanced,120.52973661151736,8.470263388482635,7.03,8.470263388482635
KFC,Breakfast Burger L,burger,Chicken,209,231,588.5,30.7,29.2,53.3,2500.0,254.8,13.3,12.6,23.1,1082.3,90.48,35.51,6.81,122.8,262.8,213.2,598.8,20.507682030728127,43.88777555110221,35.60454241816967,True,False,False,1,Poorly balanced,193.36072100944443,15.639278990555567,8.09,15.639278990555567
KFC,Breakfast Burger L spicy,burger,Chicken,209,229,572.0,27.7,29.6,51.2,2600.0,249.8,12.1,12.9,22.4,1135.4,91.27,36.54,7.55,110.8,266.40000000000003,204.8,582.0,19.037800687285223,45.77319587628866,35.18900343642612,False,False,False,0,Poorly balanced,186.05385018486405,22.946149815135954,12.33,22.946149815135954
KFC,Breakfast Twister,wrap,Chicken,169,210,562.5,20.9,29.1,57.0,3300.0,267.9,10.0,13.9,27.1,1571.4,80.48,30.04,8.09,83.6,261.90000000000003,228.0,573.5,14.577157802964253,45.66695727986051,39.75588491717524,False,False,False,0,Poorly balanced,178.9862973914162,-9.986297391416201,-5.58,9.986297391416201
KFC,Breakfast Twister spicy,wrap,Chicken,169,209,544.2,20.2,29.0,53.6,3200.0,260.4,9.7,13.9,25.6,1531.1,80.86,31.05,8.37,80.8,261.0,214.4,556.2,14.527148507731031,46.92556634304207,38.547285149226894,False,False,False,0,Poorly balanced,172.54444412922663,-3.5444441292266333,-2.05,3.5444441292266333
KFC,Egg Toast,burger,Vegetarian,89,110,265.7,9.9,10.0,35.7,1700.0,241.5,9.0,9.1,32.5,1545.5,80.91,33.5,8.99,39.6,90.0,142.8,272.4,14.537444933920707,33.03964757709251,52.422907488986795,False,False,True,1,Poorly balanced,61.49626581394179,27.50373418605821,44.72,27.50373418605821
KFC,Veggie Burger,burger,Vegetarian,165,156,418.1,14.6,22.7,40.9,2300.0,268.0,9.4,14.6,26.2,1474.4,105.77,39.46,11.3,58.4,204.29999999999998,163.6,426.29999999999995,13.699272812573307,47.92399718508093,38.376730002345774,False,False,False,0,Poorly balanced,121.1563024922915,43.8436975077085,36.19,43.8436975077085
KFC,Veggie Twister,wrap,Vegetarian,165,177,488.9,16.3,26.1,49.8,2900.0,276.2,9.2,14.7,28.1,1638.4,93.22,33.75,10.12,65.2,234.9,199.2,499.3,13.058281594231925,47.04586420989385,39.89585419587422,False,False,False,0,Poorly balanced,148.91955436111937,16.080445638880633,10.8,16.080445638880633
Gremio Grill,Gremio Burger,burger,Beef,234,220,604.0,36.1,31.9,40.8,,274.5,16.4,14.5,18.5,,106.36,38.74,6.48,144.4,287.09999999999997,163.2,594.7,24.281150159744406,48.27644190348074,27.442407936774842,True,False,False,1,Poorly balanced,194.05996046799223,39.94003953200777,20.58,39.94003953200777
Gremio Grill,Chicken Burger,burger,Chicken,234,235,507.0,24.4,26.2,42.8,,215.7,10.4,11.1,18.2,,99.57,46.15,9.59,97.6,235.79999999999998,171.2,504.59999999999997,19.342053111375346,46.730083234244944,33.927863654379706,False,False,False,0,Poorly balanced,157.4056205504853,76.59437944951469,48.66,76.59437944951469
Gremio Grill,Double Gremio Burger,burger,Beef,290,315,840.0,68.5,42.8,40.8,,266.7,21.7,13.6,13.0,,92.06,34.52,4.23,274.0,385.2,163.2,822.4000000000001,33.31712062256809,46.838521400778205,19.844357976653693,False,False,False,0,Poorly balanced,294.42073676047073,-4.4207367604707315,-1.5,4.4207367604707315
